Job_Name,Company_Name,Location,Published_Time,exp_level,exp_years,Job_Type
Senior Product Designer,Envisions Employment Solutions,"Cairo, Egypt",8 days ago,Not specified,Creative/Design/Art,Full Time
Commercial Integrated Process Analyst,BRF S.A Talents,"Dubai, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
Consultant - Dermatology,UrbaCon Contracting & Trading Company,"Doha, Qatar",8 days ago,Not specified,IT/Software Development,Full Time
Project Engineering Manager NEOM POWER,Air Products Inc,"Riyadh, Saudi Arabia",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Signaling Engineer,RATPDev Mobility Cairo,"Cairo, Egypt",8 days ago,Not specified,IT/Software Development,Full Time
"J14618 - Secondary Visual Arts Teacher - Abu Dhabi, UAE - Immediate",Edvectus,"Dubai, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
People & Culture Intern,Four Seasons Hotels and Resorts,"Dubai, United Arab Emirates",8 days ago,Not specified,Human Resources,Full Time
"E-Commerce Manager Media Planning, Implementation & Activation Cairo, NA >",Essencemediacom,"Cairo, Egypt",8 days ago,Not specified,Marketing/PR/Advertising,Full Time
Manager-Ethics and Independence,KPMG Fakhro,"Dubai, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
Customer Service Associate,Afaq Q Tech General Trading,"Riyadh, Saudi Arabia",8 days ago,Not specified,Customer Service/Support,Full Time
Dermatology & Cosmetology Physician,People Dynamics,"Doha, Qatar",8 days ago,Not specified,Medical/Healthcare,Full Time
Senior Specialist Engineer - Planning,Wood,"Dubai, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
"Senior Emailing, SMS, Push Officer",Qatar Airways Other locations,"Doha, Qatar",8 days ago,Not specified,Customer Service/Support,Full Time
Communications Specialist,Airswift,"Doha, Qatar",8 days ago,Not specified,Customer Service/Support,Full Time
"Logging Geologist-Surface Data Logging, Senior","Halliburton Energy Services, Inc.","Cairo, Egypt",8 days ago,Not specified,Installation/Maintenance/Repair,Full Time
Home Care Coordinator - Internship,Unilever Schweiz GmbH,"Dubai, United Arab Emirates",8 days ago,Not specified,Customer Service/Support,Full Time
Shared Service Center Associate - 6 Months Temporary Contract,Adidas Group,"Cairo, Egypt",8 days ago,Not specified,Customer Service/Support,Full Time
Senior Manager - Risk Assurance - GRC - Riyadh,PwC United Arab Emirates,"Riyadh, Saudi Arabia",8 days ago,Not specified,IT/Software Development,Full Time
"Retail Head Coffee Roaster, Arrazuna",Kerzner International Management,"Dubai, United Arab Emirates",8 days ago,Not specified,Hospitality/Hotels/Food Services,Full Time
Business Analysis Section Head,SANS,"Riyadh, Saudi Arabia",8 days ago,Not specified,Accounting/Finance,Full Time
Head of communication & patient advocacy,Novartis Pharmaceuticals Corporation,"Riyadh, Saudi Arabia",8 days ago,Not specified,Marketing/PR/Advertising,Full Time
SAP B1 Solution Consultant - Senior (Seidor One KSA),SEIDOR,"Riyadh, Saudi Arabia",8 days ago,Not specified,IT/Software Development,Full Time
Tech & Data Lead - CX,Cenomi Group,"Riyadh, Saudi Arabia",8 days ago,Not specified,Customer Service/Support,Full Time
Registered Nurse - Surgical Ward (Sharjah),NMC Hospital,"Sharjah, United Arab Emirates",8 days ago,Not specified,Customer Service/Support,Full Time
SEO Specialist,invygo,"Dubai, United Arab Emirates",8 days ago,Not specified,Writing/Editorial,Full Time
MANAGER - BUSINESS PLANNING,DP World,"Dubai, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
TLS - Compliance - Intern,PwC Middle East,"Cairo, Egypt",8 days ago,Not specified,Installation/Maintenance/Repair,Full Time
"Director, Medical - One&Only One Za''abeel",Kerzner International Management,"Dubai, United Arab Emirates",8 days ago,Not specified,Operations/Management,Full Time
Senior care giver needed to live in..,"GreatAuPair, LLC","Riyadh, Saudi Arabia",8 days ago,Not specified,IT/Software Development,Full Time
STAFF NURSE I,King Faisal Specialist Hospital & Research Centre,"Jeddah, Saudi Arabia",8 days ago,Not specified,Medical/Healthcare,Full Time
Secondary EAL Teacher,PriorySouthsea,"Cairo, Egypt",8 days ago,Not specified,R&D/Science,Full Time
Senior Estimator,KBR Inc.,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Receptionist,Educational Coaching Center,"Dubai, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
Supply Chain Manager - Jeddah,Kerry Group PLC,"Jeddah, Saudi Arabia",8 days ago,Not specified,Logistics/Supply Chain,Full Time
Supervisor - Electric Technical,Saudi Airlines Catering Company,"Cairo, Egypt",8 days ago,Not specified,Logistics/Supply Chain,Full Time
MLP Finance Lead,Maersk Growth,"Riyadh, Saudi Arabia",8 days ago,Not specified,Accounting/Finance,Full Time
AVP - Technology (Fully Remote),Liminal,"Dubai, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
J13856 - Secondary Female MS Bilingual Counselor / Social Worker - Qatar - Immediate,Edvectus,"Doha, Qatar",8 days ago,Not specified,IT/Software Development,Full Time
Finance Officer,Resumecampus,"Dubai, United Arab Emirates",8 days ago,Not specified,Accounting/Finance,Full Time
Project Manager,Giza Arabia,"Riyadh, Saudi Arabia",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Digital Marketing Executive,People Dynamics,"Doha, Qatar",8 days ago,Not specified,Marketing/PR/Advertising,Full Time
Sous Chef - All day dining,reeqwest,"Dubai, United Arab Emirates",8 days ago,Not specified,Hospitality/Hotels/Food Services,Full Time
Integrated Sales - Tech/Retail/Lifestyle,Maersk Growth,"Cairo, Egypt",8 days ago,Not specified,IT/Software Development,Full Time
Senior Officer – Operations (Executive Assistant),Transguard group,"Abu Dhabi, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
Lebanese Chef De Cuisine,Mandarin Oriental Hotel Group Limited,"Riyadh, Saudi Arabia",8 days ago,Not specified,Accounting/Finance,Full Time
Manager- Sourcing,First Abu Dhabi Bank,"Abu Dhabi, United Arab Emirates",8 days ago,Not specified,Human Resources,Full Time
Content Creators,Reliance HR Consultancy,"Dubai, United Arab Emirates",8 days ago,Not specified,Writing/Editorial,Full Time
MARKETING COMMUNICATIONS EXECUTIVE,Emirates Group Careers,"Dubai, United Arab Emirates",8 days ago,Not specified,Marketing/PR/Advertising,Full Time
"Mechanical Supervisor, Rabigh",NOMAC,"Rabigh, Saudi Arabia",8 days ago,Not specified,Installation/Maintenance/Repair,Full Time
Administrative Assistant,On-Hire,"Cairo, Egypt",8 days ago,Not specified,Administration,Full Time
Assistant Manager - Employee Restaurant,Park Hyatt Dubai,"Dubai, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
Finance Clerk,Mandarin Oriental Hotel Group Limited,"Abu Dhabi, United Arab Emirates",8 days ago,Not specified,Accounting/Finance,Full Time
"Director, Modern Methods of Construction",ROSHN,"Riyadh, Saudi Arabia",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Human Resources Coordinator (OD),Raya Holding for Financial Investments,"Cairo, Egypt",8 days ago,Not specified,Administration,Full Time
After Sales Operation Officer,On-Hire,"Cairo, Egypt",8 days ago,Not specified,Customer Service/Support,Full Time
"ETIC, Financial Accounting - Senior Manager",PricewaterhouseCoopers,"Cairo, Egypt",8 days ago,Not specified,Accounting/Finance,Full Time
Accountant | Blue | Dubai,Al Futtaim Group Other locations,"Dubai, United Arab Emirates",8 days ago,Not specified,Accounting/Finance,Full Time
HEAD NURSE,King Faisal Specialist Hospital & Research Centre,"Medina, Saudi Arabia",8 days ago,Not specified,Operations/Management,Full Time
Customer Service Executive-UAE National,Udrive,"Dubai, United Arab Emirates",8 days ago,Not specified,Banking,Full Time
J14653 - Female Upper Primary / Elementary Teachers - Dubai UAE - Immediate,Edvectus,"Dubai, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
PMC Site Senior HSE Supervisor,Wood,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Procurement Engineer,Al Nahiya Group,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Financial Analyst - FinOps,Payfuture,"Dubai, United Arab Emirates",8 days ago,Not specified,Accounting/Finance,Full Time
PMC Site Senior Interface Engineer,Wood,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
"Manager, Stakeholder Management",ROSHN,"Riyadh, Saudi Arabia",8 days ago,Not specified,Operations/Management,Full Time
Chief Specialist - IT Governance & Quality Assurance,Roads and Transport Authority,"Dubai, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
Credit Controller - Accounts Receivable,Hilti Mexicana,"Doha, Qatar",8 days ago,Not specified,Accounting/Finance,Full Time
SRE/Applications management support,DXC.technology,"Cairo, Egypt",8 days ago,Not specified,Banking,Full Time
Looking for full time nanny Neve Tzedek,"GreatAuPair, LLC","Riyadh, Saudi Arabia",8 days ago,Not specified,Administration,Full Time
(1 Years) Access Control & Gate Barrier System Contract,Iskaan Tech,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
"elementary class teacher - ras al khaimah - uae, asap 2023",Teachanywhere,"Dubai, United Arab Emirates",8 days ago,Not specified,Medical/Healthcare,Full Time
Project Planning & Controls Specialist,Hitachi Energy Ltd,"Cairo, Egypt",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Secondary Humanities Teacher,PriorySouthsea,"Doha, Qatar",8 days ago,Not specified,Creative/Design/Art,Full Time
Front Desk Agent,Four Seasons Hotels and Resorts,"Dubai, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
Head Planner,Airswift,"Doha, Qatar",8 days ago,Not specified,Logistics/Supply Chain,Full Time
Sales Executive - Corporate,Grand Hyatt Abu Dhabi,"Dubai, United Arab Emirates",8 days ago,Not specified,Business Development,Full Time
AIRCRAFT COMPONENTS ENGINEER - II,Emirates Group Careers,"Dubai, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
"Scrum Master,",Madison Pearl,"Kuwait City, Kuwait",8 days ago,Not specified,IT/Software Development,Full Time
AVP & Lead- Collections,First Abu Dhabi Bank,"Abu Dhabi, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
Interface Coordinator,Wood,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
ASSISTANT BUSINESS ANALYST,Dubai Customs,"Dubai, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
Proactive Administrator,Raya Holding for Financial Investments,"Cairo, Egypt",8 days ago,Not specified,Administration,Full Time
Administrative Assistant (Temporary),AJMAN UNIVERSITY,"Ajman, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
"Senior Specialist, Strategy & Technology Innovation I",Ma’aden,"Riyadh, Saudi Arabia",8 days ago,Not specified,Human Resources,Full Time
"E2E Strategist Cairo, NA",GroupM Danmark,"Cairo, Egypt",8 days ago,Not specified,IT/Software Development,Full Time
MEDICAL & CLINICAL AFFAIRS QUALITY SPECIALIST,King Faisal Specialist Hospital & Research Centre,"Riyadh, Saudi Arabia",8 days ago,Not specified,Medical/Healthcare,Full Time
Customer Experience Analyst,Rotana Corporate Office,"Abu Dhabi, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
Attender,NMC Hospital,"Al Ain, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
MID0002I8,Jacobs Engineering Group Inc.,"Riyadh, Saudi Arabia",8 days ago,Not specified,IT/Software Development,Full Time
Sales Associate,Jetex,"Dubai, United Arab Emirates",8 days ago,Not specified,Business Development,Full Time
INFORMATION ARCHITECT,Dubai Customs,"Dubai, United Arab Emirates",8 days ago,Not specified,Creative/Design/Art,Full Time
Senior Wealth Manager,DeVere Acuma,"Dubai, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
Batch 3 Offshore Lifting Supervisor (17/08/2023),MphExperts,"Doha, Qatar",8 days ago,Not specified,IT/Software Development,Full Time
Land Surveyor,Stantec,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Supervisor Airport Services - Kuwait,Emirates Group Careers,"Kuwait City, Kuwait",8 days ago,Not specified,Customer Service/Support,Full Time
HSE Manager,UrbaCon Contracting & Trading Company,"Riyadh, Saudi Arabia",8 days ago,Not specified,Operations/Management,Full Time
"J14706 - Secondary Chemistry Teacher - Abu Dhabi, UAE - Immediate",Edvectus,"Dubai, United Arab Emirates",8 days ago,Not specified,Operations/Management,Full Time
BID Manager,Agile Consultants,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
Accountant | Al Saqer Property Management,United Al Saqer Group,"Abu Dhabi, United Arab Emirates",8 days ago,Not specified,Accounting/Finance,Full Time
Housekeeper -Parts,United Al Saqer Group,"Abu Dhabi, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
Occupational Therapist,NMC Hospital,"Dubai, United Arab Emirates",8 days ago,Not specified,Medical/Healthcare,Full Time
(1 Years) Pest Control Contract,Iskaan Tech,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
"Mechanical Technician, Rabigh",NOMAC,"Rabigh, Saudi Arabia",8 days ago,Not specified,Installation/Maintenance/Repair,Full Time
Senior Manager - Finance,UrbaCon Contracting & Trading Company,"Doha, Qatar",8 days ago,Not specified,IT/Software Development,Full Time
"Private Client Relationship Manager,",Madison Pearl,"Dubai, United Arab Emirates",8 days ago,Not specified,Business Development,Full Time
1st Commis Chef | HIA Lounges | Philippines,Qatar Airways Other locations,"Doha, Qatar",8 days ago,Not specified,Hospitality/Hotels/Food Services,Full Time
"primary computer science teacher, asap 2023, dubai",Teachanywhere,"Dubai, United Arab Emirates",8 days ago,Not specified,Administration,Full Time
(1 Years) CCTV System Contract,Iskaan Tech,"Dubai, United Arab Emirates",8 days ago,Not specified,Engineering - Construction/Civil/Architecture,Full Time
"Commis 2, In Room Dining",Mandarin Oriental Hotel Group Limited,"Dubai, United Arab Emirates",8 days ago,Not specified,Hospitality/Hotels/Food Services,Full Time
Nanny required 7 days a week - long term,"GreatAuPair, LLC","Doha, Qatar",8 days ago,Not specified,Customer Service/Support,Full Time
Sales Key Account Manager - Pharma,On-Hire,"Cairo, Egypt",8 days ago,Not specified,Customer Service/Support,Full Time
Accountant,Brooke Hospital for Animals- Egypt,"Cairo, Egypt",8 days ago,Not specified,Accounting/Finance,Full Time
Warehouse Pharmacist,Mediclinic International,"Abu Dhabi, United Arab Emirates",8 days ago,Not specified,Logistics/Supply Chain,Full Time
Demi Chef De Partie - Italian Experience,Fivehotelsandresorts,"Dubai, United Arab Emirates",8 days ago,Not specified,Hospitality/Hotels/Food Services,Full Time
Sales Manager,Rotana Hotel Management Corporation,"Dubai, United Arab Emirates",8 days ago,Not specified,Customer Service/Support,Full Time
"Officer, Security & Loss Prevention - One&Only One Za''abeel",Kerzner International Management,"Dubai, United Arab Emirates",8 days ago,Not specified,IT/Software Development,Full Time
